Orthogroup	ncbi	nam
OG0015822	LOC100279309	Zm00001eb212230
OG0015823	LOC103625782	Zm00001eb212250
OG0015824	LOC100282128	Zm00001eb212270
OG0015825	LOC100158226	Zm00001eb212350
OG0015826	LOC100217017	Zm00001eb212360
OG0015827	LOC100383644	Zm00001eb212390
OG0015828	LOC103625789	Zm00001eb212420
OG0015829	LOC100533151	Zm00001eb212440
OG0015830	LOC100274254	Zm00001eb212450
OG0015831	LOC100216982	Zm00001eb212530
OG0015832	LOC100284877	Zm00001eb212540
OG0015833	LOC606482	Zm00001eb212580
OG0015834	LOC100274058	Zm00001eb212670
OG0015835	LOC103625805	Zm00001eb212720
OG0015836	LOC100281563	Zm00001eb212750
OG0015837	LOC103625809	Zm00001eb212800
OG0015838	LOC103625810	Zm00001eb212820
OG0015839	LOC542385	Zm00001eb212840
OG0015840	LOC100280799	Zm00001eb212870
OG0015841	LOC103625811	Zm00001eb212880
OG0015842	LOC100285681	Zm00001eb212930
OG0015843	LOC100192548	Zm00001eb212970
OG0015844	LOC100280535	Zm00001eb213000
OG0015845	LOC100278530	Zm00001eb213050
OG0015846	LOC100384297	Zm00001eb213060
OG0015847	LOC103625815	Zm00001eb213090
OG0015848	LOC100192116	Zm00001eb213110
OG0015849	LOC100217207	Zm00001eb213210
OG0015850	GRMZM2G028813	Zm00001eb213320
OG0015851	LOC100283623	Zm00001eb213330
OG0015852	LOC100274156	Zm00001eb213410
OG0015853	LOC100382689	Zm00001eb213420
OG0015854	LOC103625824	Zm00001eb213430
OG0015855	LOC100284434	Zm00001eb213450
OG0015856	LOC100192115	Zm00001eb213480
OG0015857	LOC100276899	Zm00001eb213490
OG0015858	LOC103625826	Zm00001eb213500
OG0015859	LOC103625827	Zm00001eb213530
OG0015860	LOC100280652	Zm00001eb213560
OG0015861	LOC100285298	Zm00001eb213570
OG0015862	LOC103625830	Zm00001eb213580
OG0015863	LOC109939418	Zm00001eb213590
OG0015864	LOC100217098	Zm00001eb213650
OG0015865	LOC100278568	Zm00001eb213660
OG0015866	LOC103625836	Zm00001eb213680
OG0015867	LOC103625838	Zm00001eb213710
OG0015868	LOC100382108	Zm00001eb213730
OG0015869	LOC541755	Zm00001eb213800
OG0015870	LOC103625840	Zm00001eb213810
OG0015871	LOC100191920	Zm00001eb213820
OG0015872	LOC103625846	Zm00001eb213880
OG0015873	LOC103625848	Zm00001eb213910
OG0015874	LOC100285443	Zm00001eb213920
OG0015875	LOC100191409	Zm00001eb213970
OG0015876	LOC109939610	Zm00001eb214030
OG0015877	LOC109939611	Zm00001eb214070
OG0015878	LOC100283789	Zm00001eb214080
OG0015879	LOC100275443	Zm00001eb214110
OG0015880	LOC100276491	Zm00001eb214130
OG0015881	LOC103625855	Zm00001eb214170
OG0015882	LOC100280246	Zm00001eb214190
OG0015883	LOC103625861	Zm00001eb214230
OG0015884	LOC100216774	Zm00001eb214240
OG0015885	LOC100275806	Zm00001eb214250
OG0015886	LOC100286312	Zm00001eb214310
OG0015887	LOC100284437	Zm00001eb214330
OG0015888	LOC100501987	Zm00001eb214350
OG0015889	LOC100191334	Zm00001eb214360
OG0015890	LOC103625869	Zm00001eb214410
OG0015891	LOC100274473	Zm00001eb214420
OG0015892	LOC100194000	Zm00001eb214440
OG0015893	LOC100284046	Zm00001eb214530
OG0015894	LOC103627978	Zm00001eb214550
OG0015895	LOC103627979	Zm00001eb214570
OG0015896	LOC100383349	Zm00001eb214580
OG0015897	LOC103625874	Zm00001eb214620
OG0015898	LOC103625875	Zm00001eb214630
OG0015899	LOC103625877	Zm00001eb214660
OG0015900	LOC100285409	Zm00001eb214670
OG0015901	LOC100284926	Zm00001eb214780
OG0015902	LOC100279325	Zm00001eb214790
OG0015903	LOC103625881	Zm00001eb214830
OG0015904	LOC542684	Zm00001eb214880
OG0015905	LOC103625883	Zm00001eb214890
OG0015906	LOC100280423	Zm00001eb214930
OG0015907	LOC103625886	Zm00001eb214940
OG0015908	LOC100276890	Zm00001eb214960
OG0015909	LOC109939623	Zm00001eb214980
OG0015910	LOC100275496	Zm00001eb215010
OG0015911	LOC100276358	Zm00001eb215060
OG0015912	LOC100283579	Zm00001eb215120
OG0015913	LOC100285109	Zm00001eb215150
OG0015914	LOC100283796	Zm00001eb215180
OG0015915	LOC103625895	Zm00001eb215200
OG0015916	LOC100282705	Zm00001eb215220
OG0015917	LOC109939420	Zm00001eb215240
OG0015918	LOC100194219	Zm00001eb215290
OG0015919	LOC100284886	Zm00001eb215380
OG0015920	LOC100275407	Zm00001eb215400
OG0015921	LOC103625905	Zm00001eb215410
OG0015922	LOC100281895	Zm00001eb215440
OG0015923	LOC103625909	Zm00001eb215460
OG0015924	LOC100192670	Zm00001eb215470
OG0015925	LOC100273320	Zm00001eb215520
OG0015926	LOC100281140	Zm00001eb215540
OG0015927	LOC100191470	Zm00001eb215560
OG0015928	LOC100384338	Zm00001eb215580
OG0015929	LOC100273968	Zm00001eb215620
OG0015930	LOC100278543	Zm00001eb215640
OG0015931	LOC100283856	Zm00001eb215650
OG0015932	LOC100279455	Zm00001eb215670
OG0015933	LOC103625917	Zm00001eb215680
OG0015934	LOC100281729	Zm00001eb215740
OG0015935	LOC100285583	Zm00001eb215780
OG0015936	LOC100501831	Zm00001eb215800
OG0015937	LOC100381473	Zm00001eb215810
OG0015938	LOC100277879	Zm00001eb215850
OG0015939	LOC103625926	Zm00001eb215860
OG0015940	LOC103627995	Zm00001eb215930
OG0015941	LOC103625930	Zm00001eb215960
OG0015942	LOC100193135	Zm00001eb215970
OG0015943	LOC100502510	Zm00001eb215990
OG0015944	LOC103625935	Zm00001eb216030
OG0015945	LOC103625936	Zm00001eb216040
OG0015946	LOC100285332	Zm00001eb216060
OG0015947	LOC103625938	Zm00001eb216100
OG0015948	LOC100384509	Zm00001eb216130
OG0015949	LOC100383976	Zm00001eb216180
OG0015950	LOC103625944	Zm00001eb216190
OG0015951	LOC103628000	Zm00001eb216200
OG0015952	LOC103625946	Zm00001eb216220
OG0015953	LOC100282170	Zm00001eb216310
OG0015954	LOC100381589	Zm00001eb216320
OG0015955	LOC100275167	Zm00001eb216380
OG0015956	LOC103625953	Zm00001eb216400
OG0015957	LOC100283174	Zm00001eb216410
OG0015958	LOC103625954	Zm00001eb216420
OG0015959	LOC100280893	Zm00001eb216460
OG0015960	LOC100276543	Zm00001eb216480
OG0015961	LOC100193110	Zm00001eb216500
OG0015962	LOC100304216	Zm00001eb216550
OG0015963	LOC109939630	Zm00001eb216600
OG0015964	LOC103625961	Zm00001eb216640
OG0015965	LOC103625962	Zm00001eb216700
OG0015966	LOC103625967	Zm00001eb216830
OG0015967	LOC103625968	Zm00001eb216840
OG0015968	LOC100216792	Zm00001eb216860
OG0015969	LOC100280642	Zm00001eb216880
OG0015970	LOC100272598	Zm00001eb216930
OG0015971	LOC103625972	Zm00001eb216940
OG0015972	LOC100278078	Zm00001eb216960
OG0015974	LOC100273513	Zm00001eb216980
OG0015975	LOC100277200	Zm00001eb217020
OG0015976	LOC103628009	Zm00001eb217030
OG0015977	LOC103628016	Zm00001eb217090
OG0015978	LOC100383169	Zm00001eb217120
OG0015979	LOC103625979	Zm00001eb217170
OG0015980	LOC100382297	Zm00001eb217180
OG0015981	LOC103625980	Zm00001eb217200
OG0015982	LOC100282895	Zm00001eb217210
OG0015983	LOC103625986	Zm00001eb217270
OG0015984	LOC100384259	Zm00001eb217290
OG0015985	LOC100191289	Zm00001eb217310
OG0015986	LOC100283363	Zm00001eb217390
OG0015987	LOC103625991	Zm00001eb217410
OG0015988	LOC100274049	Zm00001eb217420
OG0015989	LOC103625996	Zm00001eb217500
OG0015990	LOC103625998	Zm00001eb217550
OG0015991	LOC100194217	Zm00001eb217560
OG0015992	LOC100279034	Zm00001eb217590
OG0015993	LOC103164613	Zm00001eb217610
OG0015994	LOC100191734	Zm00001eb217620
OG0015995	LOC100384535	Zm00001eb217780
OG0015996	LOC103626008	Zm00001eb217840
OG0015997	LOC103628030	Zm00001eb217850
OG0015998	LOC100382411	Zm00001eb217860
OG0015999	LOC103626014	Zm00001eb217870
OG0016000	LOC103626013	Zm00001eb217880
OG0016001	LOC100274399	Zm00001eb217890
OG0016002	LOC103626019	Zm00001eb217970
OG0016003	LOC103626020	Zm00001eb217990
OG0016004	LOC107403239	Zm00001eb218020
OG0016005	LOC109939432	Zm00001eb218080
OG0016006	LOC100383714	Zm00001eb218090
OG0016007	LOC103626024	Zm00001eb218140
OG0016008	LOC103626027	Zm00001eb218170
OG0016009	LOC103626028	Zm00001eb218250
OG0016010	LOC100276646	Zm00001eb218270
OG0016011	LOC100382094	Zm00001eb218280
OG0016012	LOC100285983	Zm00001eb218300
OG0016013	LOC103626029	Zm00001eb218310
OG0016014	LOC100283744	Zm00001eb218350
OG0016015	LOC103628039	Zm00001eb218360
OG0016016	LOC100280491	Zm00001eb218390
OG0016017	LOC100502336	Zm00001eb218420
OG0016018	LOC100285295	Zm00001eb218440
OG0016019	LOC100274537	Zm00001eb218450
OG0016020	LOC100277588	Zm00001eb218460
OG0016021	LOC100271891	Zm00001eb218470
OG0016022	LOC100382821	Zm00001eb218490
OG0016023	LOC100284093	Zm00001eb218510
OG0016024	mbd109	Zm00001eb218530
OG0016025	LOC100193094	Zm00001eb218610
OG0016026	LOC103626042	Zm00001eb218670
OG0016027	LOC103626044	Zm00001eb218700
OG0016028	LOC542683	Zm00001eb218710
OG0016029	LOC100276011	Zm00001eb218740
OG0016030	LOC103626049	Zm00001eb218760
OG0016031	LOC100284170	Zm00001eb218770
OG0016032	LOC103626047	Zm00001eb218810
OG0016033	LOC541789	Zm00001eb218840
OG0016034	LOC100274141	Zm00001eb218860
OG0016035	LOC100192894	Zm00001eb218880
OG0016036	LOC100285239	Zm00001eb218890
OG0016037	LOC100279995	Zm00001eb218920
OG0016038	LOC109939433	Zm00001eb218930
OG0016039	LOC103626050	Zm00001eb218990
OG0016040	LOC103626051	Zm00001eb219020
OG0016041	LOC103626052	Zm00001eb219030
OG0016042	LOC100283169	Zm00001eb219040
OG0016043	LOC103655045	Zm00001eb219050
OG0016044	LOC100381652	Zm00001eb219080
OG0016045	LOC100283916	Zm00001eb219090
OG0016046	LOC100382144	Zm00001eb219100
OG0016047	LOC109939622	Zm00001eb219120
OG0016048	LOC100285360	Zm00001eb219210
OG0016049	LOC100216646	Zm00001eb219220
OG0016050	LOC100285753	Zm00001eb219250
OG0016051	LOC100216777	Zm00001eb219260
OG0016052	LOC100194152	Zm00001eb219300
OG0016053	LOC103626062	Zm00001eb219310
OG0016054	LOC103626064	Zm00001eb219330
OG0016055	LOC103626068	Zm00001eb219400
OG0016056	LOC100381544	Zm00001eb219420
OG0016057	LOC100303826	Zm00001eb219510
OG0016058	LOC103626075	Zm00001eb219540
OG0016059	LOC100274657	Zm00001eb219550
OG0016060	LOC109939644	Zm00001eb219560
OG0016061	LOC100276070	Zm00001eb219570
OG0016062	LOC100191169	Zm00001eb219580
OG0016063	LOC103626076	Zm00001eb219610
OG0016065	LOC100192986	Zm00001eb219690
OG0016066	LOC103626078	Zm00001eb219700
OG0016067	LOC100193317	Zm00001eb219710
OG0016068	LOC100273113	Zm00001eb219750
OG0016069	LOC103628057	Zm00001eb219810
OG0016070	LOC100382091	Zm00001eb219820
OG0016071	LOC103626085	Zm00001eb219830
OG0016072	LOC103626086	Zm00001eb219870
OG0016073	LOC100383851	Zm00001eb219880
OG0016074	LOC103626087	Zm00001eb219890
OG0016075	LOC100275514	Zm00001eb219970
OG0016076	LOC100277840	Zm00001eb219990
OG0016077	LOC100383782	Zm00001eb220000
OG0016078	LOC100502292	Zm00001eb220010
OG0016079	LOC100274006	Zm00001eb220020
OG0016080	LOC103626094	Zm00001eb220120
OG0016081	LOC100193172	Zm00001eb220220
OG0016082	LOC100381416	Zm00001eb220250
OG0016083	LOC100194294	Zm00001eb220380
OG0016084	LOC100279875	Zm00001eb220420
OG0016086	LOC103626112	Zm00001eb220500
OG0016088	LOC100278884	Zm00001eb220530
OG0016089	LOC100274353	Zm00001eb220550
OG0016090	LOC100382240	Zm00001eb220610
OG0016091	LOC542130	Zm00001eb220660
OG0016092	LOC103626122	Zm00001eb220680
OG0016093	LOC103626123	Zm00001eb220700
OG0016095	LOC103626125	Zm00001eb220740
OG0016096	LOC100279092	Zm00001eb220760
OG0016097	LOC100501486	Zm00001eb220780
OG0016098	LOC100282951	Zm00001eb220790
OG0016099	LOC100194054	Zm00001eb220820
OG0016100	LOC103626131	Zm00001eb220830
OG0016101	LOC100278278	Zm00001eb220850
OG0016102	LOC103628080	Zm00001eb220890
OG0016103	LOC100192768	Zm00001eb220910
OG0016104	LOC100193515	Zm00001eb220920
OG0016105	LOC103626138	Zm00001eb221000
OG0016106	LOC100281231	Zm00001eb221020
OG0016107	LOC103626139	Zm00001eb221030
OG0016108	LOC103628085	Zm00001eb221040
OG0016109	LOC100192003	Zm00001eb221050
OG0016110	LOC103628086	Zm00001eb221080
OG0016111	LOC100283351	Zm00001eb221180
OG0016112	LOC100192058	Zm00001eb221240
OG0016113	LOC100501841	Zm00001eb221260
OG0016114	LOC100277976	Zm00001eb221270
OG0016115	LOC100277327	Zm00001eb221290
OG0016116	LOC100384665	Zm00001eb221340
OG0016117	LOC100304231	Zm00001eb221360
OG0016118	LOC100283961	Zm00001eb221410
OG0016119	LOC100276959	Zm00001eb221440
OG0016120	LOC103626147	Zm00001eb221460
OG0016121	LOC103626150	Zm00001eb221490
OG0016122	LOC103626154	Zm00001eb221520
OG0016123	LOC100276355	Zm00001eb221580
OG0016124	LOC100277341	Zm00001eb221600
OG0016125	LOC100502483	Zm00001eb221610
OG0016126	LOC100278729	Zm00001eb221680
OG0016127	LOC103626165	Zm00001eb221760
OG0016128	LOC109939901	Zm00001eb221780
OG0016129	LOC100217086	Zm00001eb221810
OG0016130	LOC103626169	Zm00001eb221840
OG0016131	LOC100192009	Zm00001eb221890
OG0016132	LOC100384033	Zm00001eb221900
OG0016133	LOC103626173	Zm00001eb221910
OG0016134	LOC100280261	Zm00001eb221970
OG0016135	LOC103626179	Zm00001eb221980
OG0016136	LOC100278556	Zm00001eb222040
OG0016137	LOC103626181	Zm00001eb222050
OG0016138	LOC103626183	Zm00001eb222080
OG0016139	LOC100278716	Zm00001eb222090
OG0016140	LOC103626185	Zm00001eb222130
OG0016141	LOC103626188	Zm00001eb222170
OG0016142	LOC100273819	Zm00001eb222220
OG0016143	LOC100281141	Zm00001eb222250
OG0016144	LOC103626190	Zm00001eb222260
OG0016145	LOC100280725	Zm00001eb222270
OG0016146	LOC100382517	Zm00001eb222280
OG0016147	LOC100277504	Zm00001eb222290
OG0016148	LOC100284935	Zm00001eb222310
OG0016149	LOC100274263	Zm00001eb222320
OG0016150	LOC103628112	Zm00001eb222350
OG0016151	LOC109939662	Zm00001eb222360
OG0016152	LOC101027116	Zm00001eb222370
OG0016153	LOC100193596	Zm00001eb222420
OG0016154	LOC100502194	Zm00001eb222430
OG0016155	LOC100216815	Zm00001eb222450
OG0016156	LOC100193210	Zm00001eb222460
OG0016157	LOC103628116	Zm00001eb222470
OG0016158	LOC103626197	Zm00001eb222490
OG0016159	LOC100382037	Zm00001eb222520
OG0016160	LOC100274356	Zm00001eb222540
OG0016161	LOC100272490	Zm00001eb222550
OG0016162	LOC103626198	Zm00001eb222560
OG0016163	LOC103626199	Zm00001eb222590
OG0016164	LOC103626200	Zm00001eb222610
OG0016165	LOC100193898	Zm00001eb222640
OG0016166	LOC100273419	Zm00001eb222650
OG0016167	LOC103626203	Zm00001eb222700
OG0016168	LOC100279045	Zm00001eb222710
OG0016169	LOC100383858	Zm00001eb222730
OG0016170	LOC103626206	Zm00001eb222750
OG0016171	LOC100284197	Zm00001eb222770
OG0016172	LOC100193100	Zm00001eb222820
OG0016173	LOC100136828	Zm00001eb222830
OG0016174	LOC100283221	Zm00001eb222850
OG0016175	LOC100280914	Zm00001eb222860
OG0016176	LOC100194116	Zm00001eb222870
OG0016177	LOC103626215	Zm00001eb222930
OG0016178	LOC103626216	Zm00001eb222950
OG0016179	LOC103626217	Zm00001eb222960
OG0016180	LOC542030	Zm00001eb223040
OG0016181	LOC100281428	Zm00001eb223050
OG0016182	LOC100383257	Zm00001eb223060
OG0016183	LOC100381475	Zm00001eb223070
OG0016184	LOC100191666	Zm00001eb223080
OG0016185	LOC100384111	Zm00001eb223090
OG0016186	LOC101027212	Zm00001eb223130
OG0016187	LOC100274351	Zm00001eb223170
OG0016188	LOC100281609	Zm00001eb223190
OG0016189	LOC100276033	Zm00001eb223200
OG0016190	LOC100283412	Zm00001eb223220
OG0016191	LOC109939905	Zm00001eb223240
OG0016192	LOC100279533	Zm00001eb223270
OG0016193	LOC103626225	Zm00001eb223280
OG0016194	LOC103626226	Zm00001eb223290
OG0016195	LOC103626227	Zm00001eb223300
OG0016196	LOC100284679	Zm00001eb223330
OG0016197	LOC100286268	Zm00001eb223340
OG0016198	LOC103626671	Zm00001eb223350
OG0016199	LOC103628139	Zm00001eb223440
OG0016200	LOC100283427	Zm00001eb223450
OG0016201	LOC103626240	Zm00001eb223460
OG0016202	LOC100282811	Zm00001eb223510
OG0016203	LOC100272518	Zm00001eb223540
OG0016204	LOC100281373	Zm00001eb223550
OG0016205	LOC103626248	Zm00001eb223580
OG0016206	LOC103626249	Zm00001eb223590
OG0016207	LOC103628146	Zm00001eb223600
OG0016208	LOC100286212	Zm00001eb223620
OG0016209	LOC100216685	Zm00001eb223670
OG0016210	LOC103626255	Zm00001eb223690
OG0016211	LOC100277026	Zm00001eb223710
OG0016212	LOC103628153	Zm00001eb223770
OG0016213	LOC100283515	Zm00001eb223800
OG0016214	LOC100278909	Zm00001eb223810
OG0016215	LOC109939908	Zm00001eb223830
OG0016216	LOC100383390	Zm00001eb223840
OG0016217	LOC100275045	Zm00001eb223860
OG0016218	LOC100284521	Zm00001eb223890
OG0016219	LOC107648857	Zm00001eb223910
OG0016220	LOC100285253	Zm00001eb223950
OG0016221	LOC109939910	Zm00001eb223970
OG0016222	LOC541642	Zm00001eb224010
OG0016223	LOC100276927	Zm00001eb224040
OG0016224	LOC100191845	Zm00001eb224050
OG0016225	LOC100277163	Zm00001eb224060
OG0016226	LOC100191306	Zm00001eb224070
OG0016227	LOC103626263	Zm00001eb224090
OG0016228	LOC103626265	Zm00001eb224150
OG0016229	LOC100282493	Zm00001eb224160
OG0016230	LOC100274993	Zm00001eb224180
OG0016231	LOC103626267	Zm00001eb224200
OG0016232	LOC103626268	Zm00001eb224220
OG0016233	LOC100191836	Zm00001eb224230
OG0016234	LOC100192551	Zm00001eb224250
OG0016235	LOC100275339	Zm00001eb224260
OG0016236	LOC100194186	Zm00001eb224280
OG0016237	LOC103653660	Zm00001eb224310
OG0016238	LOC103626273	Zm00001eb224350
OG0016239	LOC100282440	Zm00001eb224360
OG0016240	LOC100193490	Zm00001eb224370
OG0016241	LOC100216995	Zm00001eb224430
OG0016242	LOC542179	Zm00001eb224440
OG0016243	LOC100276340	Zm00001eb224490
OG0016244	LOC103626276	Zm00001eb224500
OG0016245	LOC100285742	Zm00001eb224510
OG0016246	LOC100501472	Zm00001eb224560
OG0016247	LOC100216983	Zm00001eb224570
OG0016248	LOC100272446	Zm00001eb224600
OG0016249	LOC100279314	Zm00001eb224620
OG0016250	LOC100276163	Zm00001eb224630
OG0016251	LOC103626280	Zm00001eb224640
OG0016252	LOC111591187	Zm00001eb224650
OG0016253	LOC103626283	Zm00001eb224700
OG0016254	LOC100283587	Zm00001eb224720
OG0016255	LOC100304255	Zm00001eb224730
OG0016256	LOC100274476	Zm00001eb224740
OG0016257	LOC100193537	Zm00001eb224770
OG0016258	LOC100382839	Zm00001eb224800
OG0016259	LOC100304398	Zm00001eb224830
OG0016260	LOC100502179	Zm00001eb224860
OG0016261	LOC100381608	Zm00001eb224910
OG0016262	LOC100274729	Zm00001eb224920
OG0016263	LOC103626301	Zm00001eb225000
OG0016264	LOC100284562	Zm00001eb225020
OG0016265	LOC100274173	Zm00001eb225030
OG0016266	LOC103626303	Zm00001eb225050
OG0016267	LOC103626304	Zm00001eb225060
OG0016268	LOC100193618	Zm00001eb225120
OG0016269	LOC103626311	Zm00001eb225130
OG0016270	LOC100273592	Zm00001eb225160
OG0016271	LOC100273206	Zm00001eb225200
OG0016272	LOC100284492	Zm00001eb225210
OG0016273	LOC100283382	Zm00001eb225230
OG0016274	LOC100216764	Zm00001eb225280
OG0016275	LOC100284504	Zm00001eb225320
OG0016276	LOC103628187	Zm00001eb225340
OG0016277	LOC100283358	Zm00001eb225360
OG0016278	LOC100191307	Zm00001eb225370
OG0016279	LOC100273201	Zm00001eb225380
OG0016280	LOC100279909	Zm00001eb225390
OG0016281	LOC100285110	Zm00001eb225410
OG0016282	LOC100276384	Zm00001eb225440
OG0016283	LOC100279180	Zm00001eb225460
OG0016284	LOC100381851	Zm00001eb225470
OG0016285	LOC103626329	Zm00001eb225480
OG0016286	LOC100381612	Zm00001eb225540
OG0016287	LOC100280136	Zm00001eb225570
OG0016288	LOC100285671	Zm00001eb225610
OG0016289	LOC100193410	Zm00001eb225620
OG0016290	LOC103629022	Zm00001eb225640
OG0016291	LOC100384686	Zm00001eb225650
OG0016292	LOC100303964	Zm00001eb225700
OG0016293	LOC100273350	Zm00001eb225830
OG0016294	LOC100193418	Zm00001eb225840
OG0016296	LOC103626352	Zm00001eb225960
OG0016297	LOC103628204	Zm00001eb225970
OG0016298	LOC100274986	Zm00001eb226010
OG0016299	LOC100284540	Zm00001eb226020
OG0016300	LOC100191730	Zm00001eb226030
OG0016301	LOC100281263	Zm00001eb226040
OG0016302	LOC100280796	Zm00001eb226070
OG0016303	LOC103626355	Zm00001eb226110
OG0016304	LOC103626358	Zm00001eb226140
OG0016305	LOC100191246	Zm00001eb226150
OG0016306	LOC100272544	Zm00001eb226160
OG0016307	LOC100274009	Zm00001eb226210
OG0016308	LOC100285903	Zm00001eb226220
OG0016309	LOC100284880	Zm00001eb226230
OG0016310	LOC103626365	Zm00001eb226270
OG0016311	LOC100381741	Zm00001eb226300
OG0016312	LOC103626368	Zm00001eb226310
OG0016313	LOC100285457	Zm00001eb226340
OG0016314	LOC103626369	Zm00001eb226360
OG0016315	LOC100281286	Zm00001eb226370
OG0016316	LOC100381944	Zm00001eb226390
OG0016317	LOC103626371	Zm00001eb226400
OG0016318	LOC100286314	Zm00001eb226430
OG0016319	LOC103626372	Zm00001eb226440
OG0016320	LOC100283129	Zm00001eb226450
OG0016321	LOC542312	Zm00001eb226470
OG0016322	LOC100191584	Zm00001eb226490
OG0016323	LOC103626378	Zm00001eb226510
OG0016324	LOC103626381	Zm00001eb226530
OG0016325	LOC100283346	Zm00001eb226550
OG0016326	LOC100216667	Zm00001eb226560
OG0016327	LOC103626387	Zm00001eb226570
OG0016328	LOC103626389	Zm00001eb226580
OG0016329	LOC100304328	Zm00001eb226660
OG0016330	LOC100502287	Zm00001eb226680
OG0016331	LOC103626401	Zm00001eb226710
OG0016332	LOC100217120	Zm00001eb226720
OG0016333	LOC103644684	Zm00001eb226760
OG0016334	LOC100284546	Zm00001eb226780
OG0016335	LOC100274557	Zm00001eb226800
OG0016336	LOC100272702	Zm00001eb226830
OG0016337	LOC100275318	Zm00001eb226840
OG0016338	LOC100501494	Zm00001eb226870
OG0016339	LOC100381887	Zm00001eb226890
OG0016340	LOC542339	Zm00001eb226990
OG0016341	LOC103626405	Zm00001eb227000
OG0016342	LOC103626407	Zm00001eb227020
OG0016343	LOC103626410	Zm00001eb227040
OG0016344	LOC103626411	Zm00001eb227070
OG0016345	LOC103626412	Zm00001eb227080
OG0016346	LOC103626414	Zm00001eb227090
OG0016347	LOC103626415	Zm00001eb227100
