Orthogroup	nam	ncbi
OG0021401	Zm00001eb361990	LOC100193426
OG0021402	Zm00001eb362000	LOC100192827
OG0021403	Zm00001eb362020	LOC100275940
OG0021404	Zm00001eb362030	LOC100282148
OG0021405	Zm00001eb362070	LOC100192605
OG0021406	Zm00001eb362080	LOC103636254
OG0021407	Zm00001eb362090	LOC100284189
OG0021408	Zm00001eb362170	LOC541893
OG0021409	Zm00001eb362190	LOC100193530
OG0021410	Zm00001eb362230	LOC100193795
OG0021411	Zm00001eb362240	LOC100280967
OG0021412	Zm00001eb362260	LOC100283748
OG0021413	Zm00001eb362290	LOC100275965
OG0021414	Zm00001eb362300	LOC100281356
OG0021415	Zm00001eb362340	LOC103637438
OG0021416	Zm00001eb362360	LOC100384208
OG0021417	Zm00001eb362370	LOC100382482
OG0021418	Zm00001eb362380	LOC100275228
OG0021419	Zm00001eb362390	LOC111589927
OG0021420	Zm00001eb362400	LOC100857061
OG0021421	Zm00001eb362420	LOC103636262
OG0021422	Zm00001eb362450	LOC100276636
OG0021423	Zm00001eb362460	LOC100273772
OG0021424	Zm00001eb362470	LOC100276807
OG0021425	Zm00001eb362480	LOC100285704
OG0021426	Zm00001eb362500	LOC100282016
OG0021427	Zm00001eb362540	LOC103636266
OG0021428	Zm00001eb362550	LOC100277447
OG0021429	Zm00001eb362560	LOC103636267
OG0021430	Zm00001eb362570	LOC100275554
OG0021431	Zm00001eb362580	LOC103636269
OG0021432	Zm00001eb362590	LOC103636271
OG0021433	Zm00001eb362600	LOC100193316
OG0021434	Zm00001eb362610	LOC100383866
OG0021435	Zm00001eb362690	LOC100274449
OG0021436	Zm00001eb362710	LOC100276819
OG0021437	Zm00001eb362720	LOC103636275
OG0021438	Zm00001eb362740	LOC100857065
OG0021439	Zm00001eb362760	LOC101027095
OG0021440	Zm00001eb362790	LOC107196794
OG0021441	Zm00001eb362800	LOC103636279
OG0021442	Zm00001eb362820	LOC541630
OG0021443	Zm00001eb362830	LOC100273137
OG0021444	Zm00001eb362870	LOC100381421
OG0021445	Zm00001eb363040	LOC103636295
OG0021446	Zm00001eb363050	LOC100382336
OG0021447	Zm00001eb363070	LOC103636296
OG0021448	Zm00001eb363080	LOC542164
OG0021449	Zm00001eb363090	LOC100278261
OG0021450	Zm00001eb363130	LOC100279746
OG0021451	Zm00001eb363180	LOC103636298
OG0021452	Zm00001eb363190	LOC103636299
OG0021453	Zm00001eb363260	LOC100191401
OG0021454	Zm00001eb363300	LOC103636307
OG0021455	Zm00001eb363310	LOC100286166
OG0021456	Zm00001eb363360	LOC103636310
OG0021457	Zm00001eb363370	LOC100382633
OG0021458	Zm00001eb363400	LOC109941936
OG0021459	Zm00001eb363420	LOC103636313
OG0021460	Zm00001eb363470	LOC100382663
OG0021461	Zm00001eb363490	LOC100283162
OG0021462	Zm00001eb363520	LOC101027108
OG0021463	Zm00001eb363590	LOC100193332
OG0021464	Zm00001eb363610	LOC100193372
OG0021465	Zm00001eb363620	LOC100284821
OG0021466	Zm00001eb363670	LOC100274545
OG0021467	Zm00001eb363700	LOC100502467
OG0021468	Zm00001eb363710	LOC103504720
OG0021469	Zm00001eb363720	LOC100383679
OG0021470	Zm00001eb363740	LOC100274155
OG0021471	Zm00001eb363750	LOC100383656
OG0021472	Zm00001eb363820	LOC103636331
OG0021473	Zm00001eb363840	LOC100280390
OG0021474	Zm00001eb363860	LOC100281385
OG0021475	Zm00001eb363890	LOC100283953
OG0021476	Zm00001eb363930	LOC111589919
OG0021477	Zm00001eb363940	LOC100284907
OG0021478	Zm00001eb363970	LOC103636335
OG0021479	Zm00001eb364030	LOC109941562
OG0021480	Zm00001eb364050	LOC109941937
OG0021481	Zm00001eb364060	LOC111589918
OG0021482	Zm00001eb364070	LOC100281533
OG0021483	Zm00001eb364110	LOC100274570
OG0021484	Zm00001eb364140	LOC100276327
OG0021485	Zm00001eb364200	LOC100283825
OG0021486	Zm00001eb364400	LOC100384442
OG0021487	Zm00001eb364410	LOC103636349
OG0021488	Zm00001eb364420	LOC100194181
OG0021489	Zm00001eb364440	LOC100284419
OG0021490	Zm00001eb364450	LOC103636350
OG0021491	Zm00001eb364480	LOC100276021
OG0021492	Zm00001eb364510	LOC100282361
OG0021493	Zm00001eb364520	LOC100274189
OG0021494	Zm00001eb364540	LOC100274374
OG0021495	Zm00001eb364590	LOC100279447
OG0021496	Zm00001eb364610	LOC103636357
OG0021497	Zm00001eb364640	LOC100279848
OG0021498	Zm00001eb364650	LOC103636358
OG0021499	Zm00001eb364690	LOC103636359
OG0021500	Zm00001eb364700	LOC100283977
OG0021501	Zm00001eb364740	LOC100278154
OG0021502	Zm00001eb364750	LOC100283778
OG0021503	Zm00001eb364810	LOC100280668
OG0021504	Zm00001eb364830	LOC103636363
OG0021505	Zm00001eb364850	LOC100502193
OG0021506	Zm00001eb364860	LOC100280555
OG0021507	Zm00001eb364910	LOC100382249
OG0021508	Zm00001eb364920	LOC100275730
OG0021509	Zm00001eb364940	LOC100280885
OG0021510	Zm00001eb364960	LOC118473164
OG0021511	Zm00001eb364970	LOC118473166
OG0021512	Zm00001eb365000	LOC100275588
OG0021513	Zm00001eb365040	LOC100275172
OG0021514	Zm00001eb365050	LOC100191609
OG0021515	Zm00001eb365060	LOC100284114
OG0021516	Zm00001eb365100	LOC103636374
OG0021517	Zm00001eb365130	LOC103636375
OG0021518	Zm00001eb365210	LOC100383406
OG0021519	Zm00001eb365410	LOC100275901
OG0021520	Zm00001eb365570	LOC100382312
OG0021521	Zm00001eb365580	LOC100273328
OG0021522	Zm00001eb365590	LOC100272376
OG0021523	Zm00001eb365620	LOC103636398
OG0021524	Zm00001eb365640	LOC100285918
OG0021525	Zm00001eb365660	LOC100279714
OG0021526	Zm00001eb365700	LOC100273323
OG0021527	Zm00001eb365750	LOC100286093
OG0021528	Zm00001eb365770	LOC100216684
OG0021529	Zm00001eb365790	LOC103636408
OG0021530	Zm00001eb365840	LOC100277104
OG0021531	Zm00001eb365850	LOC103636410
OG0021532	Zm00001eb365930	LOC103636412
OG0021533	Zm00001eb365950	LOC100283247
OG0021534	Zm00001eb365990	LOC100275780
OG0021535	Zm00001eb366020	LOC100216654
OG0021536	Zm00001eb366050	LOC100280094
OG0021537	Zm00001eb366080	LOC100273067
OG0021538	Zm00001eb366140	LOC103636423
OG0021539	Zm00001eb366150	LOC103636425
OG0021540	Zm00001eb366180	LOC100283664
OG0021541	Zm00001eb366220	LOC100275566
OG0021542	Zm00001eb366280	LOC100272935
OG0021543	Zm00001eb366300	LOC100383250
OG0021544	Zm00001eb366330	LOC103636430
OG0021545	Zm00001eb366350	LOC100283612
OG0021546	Zm00001eb366380	LOC103636432
OG0021547	Zm00001eb366400	LOC100284405
OG0021548	Zm00001eb366440	LOC100193959
OG0021549	Zm00001eb366540	LOC541754
OG0021550	Zm00001eb366570	LOC100383726
OG0021551	Zm00001eb366630	LOC103637512
OG0021552	Zm00001eb366650	LOC103637513
OG0021553	Zm00001eb366690	LOC103636447
OG0021554	Zm00001eb366740	LOC100281214
OG0021555	Zm00001eb366750	LOC100273698
OG0021556	Zm00001eb366760	LOC103636450
OG0021557	Zm00001eb366770	LOC103636451
OG0021558	Zm00001eb366780	LOC100272299
OG0021559	Zm00001eb366790	LOC103636453
OG0021560	Zm00001eb366810	LOC100276195
OG0021561	Zm00001eb366820	LOC100284912
OG0021562	Zm00001eb366850	LOC103636456
OG0021563	Zm00001eb366870	LOC100382495
OG0021564	Zm00001eb366900	LOC100285149
OG0021565	Zm00001eb366970	LOC103636463
OG0021566	Zm00001eb367000	LOC100279219
OG0021567	Zm00001eb367040	LOC100284572
OG0021568	Zm00001eb367050	LOC100285836
OG0021569	Zm00001eb367060	LOC100382780
OG0021570	Zm00001eb367110	LOC100382754
OG0021571	Zm00001eb367120	LOC100279536
OG0021572	Zm00001eb367170	LOC100278181
OG0021573	Zm00001eb367200	LOC732764
OG0021574	Zm00001eb367220	LOC100274887
OG0021575	Zm00001eb367290	LOC100193897
OG0021576	Zm00001eb367320	LOC100501085
OG0021577	Zm00001eb367410	LOC103636482
OG0021578	Zm00001eb367460	LOC103636488
OG0021579	Zm00001eb367500	LOC103636489
OG0021580	Zm00001eb367510	LOC103637527
OG0021581	Zm00001eb367570	LOC103637529
OG0021582	Zm00001eb367650	LOC100274367
OG0021583	Zm00001eb367680	LOC100191633
OG0021584	Zm00001eb367690	LOC103636498
OG0021585	Zm00001eb367720	LOC103637532
OG0021586	Zm00001eb367730	LOC100280532
OG0021587	Zm00001eb367740	LOC100280719
OG0021588	Zm00001eb367770	LOC542686
OG0021589	Zm00001eb367890	LOC100280823
OG0021590	Zm00001eb367920	LOC103636510
OG0021591	Zm00001eb367930	LOC103636511
OG0021592	Zm00001eb367970	LOC107522036
OG0021593	Zm00001eb368030	LOC100284384
OG0021594	Zm00001eb368050	LOC103637538
OG0021595	Zm00001eb368070	LOC103637541
OG0021596	Zm00001eb368090	LOC103640842
OG0021597	Zm00001eb368130	LOC100273942
OG0021598	Zm00001eb368240	LOC109942015
OG0021599	Zm00001eb368310	LOC100278761
OG0021600	Zm00001eb368330	LOC100282077
OG0021601	Zm00001eb368350	LOC103636527
OG0021602	Zm00001eb368380	LOC100285126
OG0021603	Zm00001eb368390	LOC100191275
OG0021604	Zm00001eb368400	LOC100276280
OG0021605	Zm00001eb368420	LOC100286373
OG0021606	Zm00001eb368430	LOC100382694
OG0021607	Zm00001eb368450	LOC103636532
OG0021608	Zm00001eb368460	LOC100216624
OG0021609	Zm00001eb368490	LOC100281130
OG0021610	Zm00001eb368510	LOC103636536
OG0021611	Zm00001eb368550	LOC100272534
OG0021612	Zm00001eb368570	LOC100194260
OG0021613	Zm00001eb368620	LOC103636540
OG0021614	Zm00001eb368640	LOC103636541
OG0021615	Zm00001eb368680	LOC100273033
OG0021616	Zm00001eb368720	LOC100273648
OG0021617	Zm00001eb368780	LOC103636549
OG0021618	Zm00001eb368820	LOC100282083
OG0021619	Zm00001eb368840	LOC100273380
OG0021620	Zm00001eb368850	LOC103636551
OG0021621	Zm00001eb368900	LOC103636555
OG0021622	Zm00001eb368930	LOC100384715
OG0021623	Zm00001eb368960	LOC103637556
OG0021624	Zm00001eb368970	LOC103636556
OG0021625	Zm00001eb369000	LOC103636557
OG0021626	Zm00001eb369010	LOC103636558
OG0021627	Zm00001eb369070	LOC103636559
OG0021628	Zm00001eb369080	LOC100273872
OG0021629	Zm00001eb369100	LOC103636561
OG0021630	Zm00001eb369110	LOC100502044
OG0021631	Zm00001eb369120	LOC103636564
OG0021632	Zm00001eb369160	LOC100216634
OG0021633	Zm00001eb369190	LOC100285651
OG0021634	Zm00001eb369280	LOC542407
OG0021635	Zm00001eb369340	LOC100274285
OG0021636	Zm00001eb369350	LOC100101525
OG0021637	Zm00001eb369370	LOC100277941
OG0021638	Zm00001eb369380	LOC100217301
OG0021639	Zm00001eb369410	LOC103636570
OG0021640	Zm00001eb369480	LOC103636574
OG0021641	Zm00001eb369520	LOC100284031
OG0021642	Zm00001eb369530	LOC100501629
OG0021643	Zm00001eb369540	LOC100279551
OG0021644	Zm00001eb369560	LOC100282305
OG0021645	Zm00001eb369580	LOC100191282
OG0021646	Zm00001eb369590	LOC100192725
OG0021647	Zm00001eb369610	LOC109941669
OG0021648	Zm00001eb369620	LOC103636581
OG0021649	Zm00001eb369680	LOC100216733
OG0021650	Zm00001eb369700	LOC100284694
OG0021651	Zm00001eb369710	LOC103636584
OG0021652	Zm00001eb369720	LOC100278859
OG0021653	Zm00001eb369730	LOC100280447
OG0021654	Zm00001eb369800	LOC103636589
OG0021655	Zm00001eb369810	LOC100284637
OG0021656	Zm00001eb369820	LOC100285121
OG0021657	Zm00001eb369860	LOC100384397
OG0021658	Zm00001eb369890	LOC100281513
OG0021659	Zm00001eb369940	LOC100283967
OG0021660	Zm00001eb369970	LOC103636604
OG0021661	Zm00001eb369980	LOC100276682
OG0021662	Zm00001eb369990	LOC103636605
OG0021663	Zm00001eb370010	LOC103636607
OG0021664	Zm00001eb370020	LOC100193961
OG0021665	Zm00001eb370040	LOC103636608
OG0021666	Zm00001eb370070	LOC100192611
OG0021667	Zm00001eb370090	LOC100502202
OG0021668	Zm00001eb370120	LOC100276329
OG0021669	Zm00001eb370150	LOC100277080
OG0021670	Zm00001eb370160	LOC100281196
OG0021671	Zm00001eb370170	LOC100384291
OG0021672	Zm00001eb370180	LOC100192096
OG0021673	Zm00001eb370200	LOC100280263
OG0021674	Zm00001eb370220	LOC100282894
OG0021675	Zm00001eb370260	LOC100382489
OG0021676	Zm00001eb370270	LOC100285892
OG0021677	Zm00001eb370280	LOC103636618
OG0021678	Zm00001eb370310	LOC100280211
OG0021679	Zm00001eb370330	LOC542366
OG0021680	Zm00001eb370370	LOC100384858
OG0021681	Zm00001eb370410	LOC100277739
OG0021682	Zm00001eb370430	LOC100277101
OG0021683	Zm00001eb370440	LOC100274327
OG0021684	Zm00001eb370450	LOC103636623
OG0021685	Zm00001eb370480	LOC103636627
OG0021686	Zm00001eb370490	LOC100277011
OG0021687	Zm00001eb370550	LOC103636631
OG0021688	Zm00001eb370570	LOC103636633
OG0021689	Zm00001eb370600	LOC103636634
OG0021690	Zm00001eb370610	LOC100278302
OG0021691	Zm00001eb370620	LOC100283869
OG0021692	Zm00001eb370640	LOC100274958
OG0021693	Zm00001eb370670	LOC100274757
OG0021694	Zm00001eb370690	LOC103636639
OG0021695	Zm00001eb370710	LOC103636640
OG0021696	Zm00001eb370720	LOC103636641
OG0021697	Zm00001eb370730	LOC100281917
OG0021698	Zm00001eb370790	LOC100383096
OG0021699	Zm00001eb370830	LOC100277999
OG0021700	Zm00001eb370900	LOC100275024
OG0021701	Zm00001eb370920	LOC100279767
OG0021702	Zm00001eb371000	LOC103636652
OG0021703	Zm00001eb371070	LOC100304362
OG0021704	Zm00001eb371080	LOC103636658
OG0021705	Zm00001eb371100	LOC100384745
OG0021706	Zm00001eb371150	LOC100280068
OG0021707	Zm00001eb371170	LOC103637588
OG0021708	Zm00001eb371180	LOC103636665
OG0021709	Zm00001eb371190	LOC103636666
OG0021710	Zm00001eb371210	LOC100273751
OG0021711	Zm00001eb371280	LOC103636674
OG0021712	Zm00001eb371290	LOC103636673
OG0021713	Zm00001eb371300	LOC100282183
OG0021714	Zm00001eb371340	LOC103636675
OG0021715	Zm00001eb371350	LOC100381816
OG0021716	Zm00001eb371370	LOC100194238
OG0021717	Zm00001eb371430	LOC103637774
OG0021718	Zm00001eb371490	LOC100192049
OG0021719	Zm00001eb371540	LOC100382742
OG0021720	Zm00001eb371550	LOC100281938
OG0021721	Zm00001eb371580	LOC100285515
OG0021722	Zm00001eb371590	LOC103637786
OG0021723	Zm00001eb371610	LOC103637787
OG0021724	Zm00001eb371630	LOC103637788
OG0021725	Zm00001eb371640	LOC100275233
OG0021726	Zm00001eb371680	LOC100272256
OG0021727	Zm00001eb371720	LOC100217291
OG0021728	Zm00001eb371800	LOC100500707
OG0021729	Zm00001eb371810	LOC103637798
OG0021730	Zm00001eb371820	LOC100281293
OG0021731	Zm00001eb371840	LOC100383435
OG0021732	Zm00001eb371880	LOC100274259
OG0021733	Zm00001eb371890	LOC103637803
OG0021734	Zm00001eb371900	LOC103637804
OG0021735	Zm00001eb371910	LOC100284097
OG0021736	Zm00001eb371920	LOC103639665
OG0021737	Zm00001eb371930	LOC103637805
OG0021738	Zm00001eb371940	LOC100383279
OG0021739	Zm00001eb371950	LOC100280134
OG0021740	Zm00001eb371960	LOC100277896
OG0021741	Zm00001eb371970	LOC103637811
OG0021742	Zm00001eb371980	LOC541882
OG0021744	Zm00001eb372060	LOC100382309
OG0021745	Zm00001eb372070	LOC542758
OG0021746	Zm00001eb372120	LOC103637819
OG0021747	Zm00001eb372150	LOC100304207
OG0021748	Zm00001eb372200	LOC100193286
OG0021749	Zm00001eb372210	LOC103637825
OG0021750	Zm00001eb372230	LOC100282577
OG0021751	Zm00001eb372280	LOC103637828
OG0021752	Zm00001eb372310	LOC103637830
OG0021753	Zm00001eb372390	LOC100383811
OG0021754	Zm00001eb372410	LOC100276316
OG0021755	Zm00001eb372490	LOC100272799
OG0021756	Zm00001eb372510	LOC100281850
OG0021757	Zm00001eb372520	LOC109942441
OG0021758	Zm00001eb372610	LOC100286012
OG0021759	Zm00001eb372640	LOC100272656
OG0021760	Zm00001eb372660	LOC103637851
OG0021761	Zm00001eb372690	LOC103637855
OG0021762	Zm00001eb372700	LOC100192992
OG0021763	Zm00001eb372770	LOC100284178
OG0021764	Zm00001eb372780	LOC103637862
OG0021765	Zm00001eb372830	LOC100276133
OG0021766	Zm00001eb372860	LOC100274133
OG0021767	Zm00001eb372940	LOC100286184
OG0021768	Zm00001eb372950	LOC100284215
OG0021769	Zm00001eb372960	LOC542035
OG0021770	Zm00001eb372980	LOC100384406
OG0021771	Zm00001eb372990	LOC100273755
OG0021772	Zm00001eb373010	LOC100277105
OG0021773	Zm00001eb373040	LOC103637875
OG0021774	Zm00001eb373060	LOC103637876
OG0021775	Zm00001eb373090	LOC100285446
OG0021776	Zm00001eb373110	LOC100282489
OG0021777	Zm00001eb373140	LOC100194337
OG0021778	Zm00001eb373150	LOC100281649
OG0021779	Zm00001eb373160	LOC103637882
OG0021780	Zm00001eb373190	LOC103637884
OG0021781	Zm00001eb373200	LOC100285408
OG0021782	Zm00001eb373220	LOC103637885
OG0021783	Zm00001eb373230	LOC100194120
OG0021784	Zm00001eb373300	LOC103637889
OG0021785	Zm00001eb373330	LOC100281443
OG0021786	Zm00001eb373340	LOC100283466
OG0021787	Zm00001eb373350	LOC109942402
OG0021788	Zm00001eb373370	LOC100284601
OG0021789	Zm00001eb373380	LOC100273211
OG0021790	Zm00001eb373420	LOC100191389
OG0021791	Zm00001eb373450	LOC103637897
OG0021792	Zm00001eb373510	LOC100278008
OG0021793	Zm00001eb373570	LOC103637907
OG0021794	Zm00001eb373580	LOC100280926
OG0021795	Zm00001eb373600	LOC103637908
OG0021796	Zm00001eb373620	LOC103637909
OG0021797	Zm00001eb373660	LOC541757
OG0021798	Zm00001eb373670	LOC100101543
OG0021799	Zm00001eb373700	LOC542532
OG0021800	Zm00001eb373710	LOC100273896
OG0021801	Zm00001eb373880	LOC103637935
OG0021802	Zm00001eb373900	LOC100277783
OG0021803	Zm00001eb373910	LOC103625985
OG0021804	Zm00001eb373920	LOC100275448
OG0021805	Zm00001eb373960	LOC100191248
OG0021806	Zm00001eb373970	LOC103637942
OG0021807	Zm00001eb374040	LOC103637950
OG0021808	Zm00001eb374060	LOC103637951
OG0021809	Zm00001eb374110	LOC100279803
OG0021810	Zm00001eb374130	LOC103637954
OG0021811	Zm00001eb374140	LOC103637955
OG0021812	Zm00001eb374190	LOC103637956
OG0021813	Zm00001eb374210	LOC732795
OG0021814	Zm00001eb374230	LOC732800
OG0021815	Zm00001eb374240	LOC100502371
OG0021816	Zm00001eb374270	LOC100383746
OG0021817	Zm00001eb374280	LOC100383072
OG0021818	Zm00001eb374330	LOC100217186
OG0021819	Zm00001eb374350	LOC100272372
OG0021820	Zm00001eb374390	LOC103637965
OG0021821	Zm00001eb374430	LOC103637967
OG0021822	Zm00001eb374450	LOC100383245
OG0021823	Zm00001eb374470	LOC100279978
OG0021824	Zm00001eb374480	LOC103639735
OG0021825	Zm00001eb374500	LOC103639736
OG0021826	Zm00001eb374510	LOC103637971
OG0021827	Zm00001eb374550	LOC109942262
OG0021828	Zm00001eb374560	LOC100382549
OG0021829	Zm00001eb374600	LOC100279255
OG0021830	Zm00001eb374630	LOC100382657
OG0021831	Zm00001eb374640	LOC103637981
OG0021832	Zm00001eb374670	LOC103637980
OG0021833	Zm00001eb374680	LOC103639738
OG0021834	Zm00001eb374690	LOC100276674
OG0021835	Zm00001eb374700	LOC103637976
OG0021836	Zm00001eb374750	LOC100278723
OG0021837	Zm00001eb374760	LOC100191412
OG0021838	Zm00001eb374780	LOC100193128
OG0021839	Zm00001eb374800	LOC103637983
OG0021840	Zm00001eb374810	LOC100501775
OG0021841	Zm00001eb374830	LOC103637985
OG0021842	Zm00001eb374860	LOC103637987
OG0021843	Zm00001eb374880	LOC100283924
OG0021844	Zm00001eb374910	LOC100276855
OG0021845	Zm00001eb374920	LOC100502328
OG0021846	Zm00001eb374990	LOC100276229
OG0021847	Zm00001eb375000	LOC103639745
OG0021848	Zm00001eb375020	LOC103637993
OG0021849	Zm00001eb375030	LOC100285720
OG0021850	Zm00001eb375110	LOC100286380
OG0021851	Zm00001eb375130	LOC100283552
OG0021852	Zm00001eb375140	LOC103638000
OG0021853	Zm00001eb375160	LOC103639747
OG0021854	Zm00001eb375190	LOC100281708
OG0021855	Zm00001eb375220	LOC100273837
OG0021856	Zm00001eb375230	LOC100193838
OG0021857	Zm00001eb375260	LOC103638007
OG0021858	Zm00001eb375320	LOC103638009
OG0021859	Zm00001eb375340	LOC100193837
OG0021860	Zm00001eb375410	LOC103638011
OG0021861	Zm00001eb375430	LOC100285059
OG0021862	Zm00001eb375450	LOC100272850
OG0021863	Zm00001eb375500	LOC100381687
OG0021864	Zm00001eb375550	LOC100276007
OG0021865	Zm00001eb375560	LOC100272420
OG0021866	Zm00001eb375570	LOC107522023
OG0021867	Zm00001eb375620	LOC103638018
OG0021868	Zm00001eb375630	LOC542132
OG0021869	Zm00001eb375640	LOC100285450
OG0021870	Zm00001eb375650	LOC103638019
OG0021871	Zm00001eb375660	LOC100193167
OG0021872	Zm00001eb375680	LOC100217275
OG0021873	Zm00001eb375690	LOC100279880
OG0021874	Zm00001eb375700	LOC103638020
OG0021875	Zm00001eb375720	LOC103638021
OG0021876	Zm00001eb375820	LOC103639761
OG0021877	Zm00001eb375830	LOC100415939
OG0021878	Zm00001eb375840	LOC100284095
OG0021879	Zm00001eb375850	LOC103638029
OG0021880	Zm00001eb375900	LOC103639765
OG0021881	Zm00001eb375960	LOC103638033
OG0021883	Zm00001eb376070	LOC100278603
OG0021884	Zm00001eb376100	LOC541669
OG0021885	Zm00001eb376120	LOC100283915
OG0021886	Zm00001eb376130	LOC100273960
OG0021887	Zm00001eb376180	LOC103638045
OG0021888	Zm00001eb376490	LOC100281457
OG0021889	Zm00001eb376510	LOC103638063
OG0021891	Zm00001eb376590	LOC109942418
OG0021892	Zm00001eb376600	LOC100283426
OG0021893	Zm00001eb376630	LOC100275385
OG0021894	Zm00001eb376650	LOC100381992
OG0021895	Zm00001eb376670	LOC100194311
OG0021896	Zm00001eb376750	LOC100383730
OG0021897	Zm00001eb376800	LOC100278115
OG0021898	Zm00001eb376850	LOC100191245
OG0021899	Zm00001eb376880	LOC100283133
OG0021900	Zm00001eb377000	LOC103638085
OG0021901	Zm00001eb377010	LOC103638086
OG0021902	Zm00001eb377070	LOC100278059
OG0021903	Zm00001eb377110	LOC100276702
OG0021904	Zm00001eb377120	LOC100279109
OG0021905	Zm00001eb377130	LOC100283300
OG0021906	Zm00001eb377150	LOC100279441
OG0021907	Zm00001eb377160	LOC103639796
OG0021908	Zm00001eb377180	LOC103638091
OG0021909	Zm00001eb377200	LOC107275230
OG0021910	Zm00001eb377210	LOC103638092
OG0021911	Zm00001eb377280	LOC100283527
OG0021912	Zm00001eb377290	LOC100191198
OG0021913	Zm00001eb377300	LOC100384006
OG0021914	Zm00001eb377380	LOC100501238
OG0021915	Zm00001eb377420	LOC100277313
OG0021916	Zm00001eb377430	LOC100283048
OG0021917	Zm00001eb377440	LOC100281810
OG0021918	Zm00001eb377470	LOC103639799
OG0021919	Zm00001eb377480	LOC103638100
OG0021920	Zm00001eb377500	LOC100284389
OG0021921	Zm00001eb377540	LOC100285316
OG0021922	Zm00001eb377550	LOC100502447
OG0021923	Zm00001eb377750	LOC103638106
